# ingest sink, старт 2026-08-23T13:30:49
elapsed_s,water_ml,event,v12a_raw,v12a_mv,v12b_raw,v12b_mv,v20a_raw,v20a_mv,v20b_raw,v20b_mv,air_t,air_h
475.8,0.0,,1014,872,1034,887,44,32,126,101,,
476.8,0.0,,1017,872,1034,888,45,34,122,98,,
477.8,0.0,,1017,872,1032,887,53,41,56,41,,
478.8,0.0,,1013,871,1032,887,48,36,126,101,,
479.8,0.0,,1014,873,1034,886,47,35,123,98,,
480.8,0.0,,1015,872,1034,888,57,45,125,100,,
481.8,0.0,,1014,872,1035,888,17,10,58,43,,
482.8,0.0,,1015,873,1031,887,58,45,122,98,,
483.8,0.0,,1013,872,1033,887,49,36,123,98,,
484.8,0.0,,1014,871,1032,886,16,10,57,42,,
485.8,0.0,,1014,871,1033,885,56,43,120,96,,
486.8,0.0,,1014,872,1031,887,51,38,114,90,,
487.8,0.0,,1015,871,1034,887,58,44,110,87,,
488.8,0.0,,1015,871,1034,886,55,41,112,88,,
489.8,0.0,,1015,872,1033,886,63,48,113,89,,
490.8,0.0,,1014,870,1033,888,49,37,109,86,,
491.8,0.0,,1014,872,1035,887,49,37,108,85,,
492.8,0.0,,1014,872,1033,887,56,43,102,80,,
493.8,0.0,,1013,870,1031,887,56,43,106,84,,
494.8,0.0,,1014,870,1033,887,52,40,50,36,,
495.8,0.0,,1014,872,1034,886,53,40,105,82,,
496.8,0.0,,1014,871,1032,886,47,34,105,82,,
497.8,0.0,,1014,872,1033,888,56,44,102,80,,
498.8,0.0,,1016,870,1032,888,21,13,105,83,,
499.8,0.0,,1015,870,1035,888,47,34,108,85,,
500.8,0.0,,1014,871,1035,886,46,34,107,85,,
501.8,0.0,,1014,872,1034,888,46,34,108,85,,
502.8,0.0,,1012,871,1034,887,49,38,108,86,,
503.8,0.0,,1014,870,1034,886,48,36,106,84,,
504.8,0.0,,1014,870,1034,887,48,35,110,87,,
505.8,0.0,,1014,870,1033,886,48,36,111,88,,
506.8,0.0,,1014,872,1032,887,49,37,112,89,,
507.8,0.0,,1014,870,1032,888,17,10,56,42,,
508.8,0.0,,1014,871,1032,884,14,9,58,43,,
509.8,0.0,,1013,871,1032,886,57,43,119,94,,
510.8,0.0,,1016,870,1034,887,58,44,120,96,,
511.8,0.0,,1015,872,1033,886,41,32,63,46,,
512.8,0.0,,1015,870,1035,885,48,35,125,100,,
513.8,0.0,,1016,872,1033,886,48,35,124,99,,
514.8,0.0,,1013,871,1033,887,46,34,125,100,,
515.8,0.0,,1014,872,1033,885,24,15,125,100,,
516.8,0.0,,1013,871,1033,886,45,33,126,101,,
517.8,0.0,,1014,871,1032,886,53,39,122,97,,
518.8,0.0,,1013,871,1033,887,50,37,127,101,,
519.8,0.0,,1014,872,1033,886,57,45,130,104,,
520.8,0.0,,1014,872,1032,886,41,30,125,101,,
521.8,0.0,,1015,870,1034,885,43,32,122,98,,
522.8,0.0,,1013,872,1032,887,40,29,122,98,,
523.8,0.0,,1013,872,1031,886,41,30,118,95,,
524.8,0.0,,1014,872,1031,887,39,28,92,74,,
525.8,0.0,,1017,871,1031,886,38,28,118,95,,
526.8,0.0,,1015,872,1032,886,46,34,114,92,,
527.8,0.0,,1013,871,1032,886,37,27,116,93,,
528.8,0.0,,1014,872,1035,885,17,11,64,48,,
529.8,0.0,,1014,871,1033,886,36,26,114,91,,
530.8,0.0,,1016,870,1034,886,35,25,111,90,,
531.8,0.0,,1014,871,1034,886,42,30,108,86,,
532.8,0.0,,1014,872,1032,887,37,28,107,86,,
533.8,0.0,,1015,871,1031,887,34,24,111,89,,
534.8,0.0,,1013,872,1034,887,34,24,108,86,,
535.8,0.0,,1014,872,1033,887,42,31,106,85,,
536.8,0.0,,1016,871,1034,886,15,8,111,90,,
537.8,0.0,,1015,872,1032,886,34,24,108,87,,
538.8,0.0,,1015,871,1033,888,37,27,107,85,,
539.8,0.0,,1016,871,1031,885,34,24,108,87,,
540.8,0.0,,1017,871,1033,887,34,24,102,82,,
541.8,0.0,,1015,871,1034,887,34,24,44,32,,
542.8,0.0,,1016,871,1034,886,40,29,104,83,,
543.8,0.0,,1015,873,1034,887,33,23,104,84,,
544.8,0.0,,1015,873,1032,887,40,29,102,81,,
545.8,0.0,,1015,872,1034,886,10,6,103,83,,
546.8,0.0,,1016,870,1033,887,33,24,103,82,,
547.8,0.0,,1014,872,1034,886,41,29,104,83,,
548.8,0.0,,1016,873,1032,886,42,31,105,83,,
549.8,0.0,,1014,871,1033,887,46,35,109,88,,
550.8,0.0,,1014,871,1033,886,34,25,108,87,,
551.8,0.0,,1015,873,1033,887,35,25,109,88,,
552.8,0.0,,1014,870,1033,886,42,30,106,85,,
553.8,0.0,,1014,873,1033,887,48,36,113,91,,
554.8,0.0,,1016,872,1032,887,36,26,110,89,,
555.8,0.0,,1015,873,1032,887,44,32,115,93,,
556.8,0.0,,1014,872,1031,886,47,35,113,91,,
557.8,0.0,,1014,873,1032,887,37,27,113,91,,
558.8,0.0,,1012,871,1032,888,35,25,45,32,,
559.8,0.0,,1013,870,1030,886,36,26,117,95,,
560.8,0.0,,1015,871,1031,886,37,27,119,96,,
561.8,0.0,,1015,873,1032,886,49,36,113,91,,
562.8,0.0,,1013,872,1031,885,17,10,116,94,,
563.8,0.0,,1013,871,1033,887,37,27,117,95,,
564.8,0.0,,1014,874,1031,888,36,26,117,94,,
565.8,0.0,,1015,871,1031,886,36,26,114,92,,
566.8,0.0,,1014,871,1031,886,48,36,119,96,,
567.8,0.0,,1015,871,1033,887,43,31,113,91,,
568.8,0.0,,1015,872,1030,887,43,31,112,90,,
569.8,0.0,,1014,873,1034,886,35,25,110,88,,
570.8,0.0,,1016,871,1032,884,45,34,112,91,,
571.8,0.0,,1015,872,1032,886,34,24,103,83,,
572.8,0.0,,1015,872,1032,885,40,29,105,84,,
573.8,0.0,,1015,872,1034,886,33,23,104,84,,
574.8,0.0,,1015,870,1031,887,44,32,106,86,,
575.8,0.0,,1015,873,1032,886,30,22,45,33,,
576.8,0.0,,1014,871,1033,887,41,30,100,80,,
577.8,0.0,,1015,872,1032,886,40,29,99,79,,
578.8,0.0,,1015,871,1033,887,32,23,100,80,,
579.8,0.0,,1014,870,1031,886,10,6,37,26,,
583.1,0.0,,1016,873,1033,886,35,25,111,90,,
584.1,0.0,,1014,871,1033,886,11,7,41,30,,
585.1,0.0,,1016,874,1033,888,45,32,110,89,,
586.1,0.0,,1015,872,1032,887,38,28,114,93,,
587.1,0.0,,1014,872,1032,887,34,24,38,27,,
588.1,0.0,,1014,873,1032,888,41,30,104,84,,
589.1,0.0,,1014,872,1034,886,33,23,103,83,,
590.1,0.0,,1014,871,1030,887,32,23,102,81,,
591.1,0.0,,1014,874,1033,886,11,6,36,26,,
592.1,0.0,,1014,873,1033,887,32,23,101,80,,
593.1,0.0,,1015,872,1033,888,32,23,99,78,,
594.1,0.0,,1016,871,1032,888,33,24,101,81,,
595.1,0.0,,1014,874,1033,888,10,6,35,25,,
596.1,0.0,,1017,872,1034,888,32,23,101,80,,
597.1,0.0,,1014,872,1034,887,39,28,100,79,,
598.1,0.0,,1015,873,1031,889,34,25,98,79,,
599.1,0.0,,1016,871,1031,887,11,6,36,25,,
600.1,0.0,,1015,871,1033,887,33,24,97,77,,
601.1,0.0,,1016,871,1032,885,41,30,96,76,,
602.1,0.0,,1014,871,1033,887,40,29,94,74,,
603.1,0.0,,1014,872,1032,888,41,30,94,74,,
604.1,0.0,,1013,870,1033,888,30,22,39,28,,
605.1,0.0,,1012,871,1033,888,44,32,95,75,,
606.1,0.0,,1013,871,1035,888,33,24,97,77,,
607.1,0.0,,1013,872,1032,887,40,29,96,76,,
608.1,0.0,,1015,872,1030,886,13,7,93,74,,
609.1,0.0,,1015,872,1033,887,32,23,97,77,,
610.1,0.0,,1014,871,1032,887,40,29,97,77,,
611.1,0.0,,1015,871,1032,888,33,23,97,77,,
612.1,0.0,,1014,871,1034,888,42,31,95,74,,
613.1,0.0,,1016,870,1033,885,34,24,97,77,,
614.1,0.0,,1012,872,1034,888,35,25,97,77,,
615.1,0.0,,1015,872,1034,886,43,32,94,74,,
616.1,0.0,,1014,871,1031,887,39,29,97,76,,
617.1,0.0,,1014,871,1032,887,14,9,39,28,,
618.1,0.0,,1014,871,1034,886,14,9,43,31,,
619.1,0.0,,1015,873,1034,888,16,10,41,29,,
620.1,0.0,,1015,871,1034,887,15,9,46,34,,
621.1,0.0,,1015,871,1034,889,15,9,47,34,,
622.1,0.0,,1015,872,1033,887,16,10,49,35,,
623.1,0.0,,1015,872,1033,887,56,44,104,81,,
624.1,0.0,,1013,873,1034,886,49,36,106,84,,
625.1,0.0,,1012,872,1032,887,16,9,49,36,,
626.1,0.0,,1013,873,1033,887,59,46,110,87,,
627.1,0.0,,1014,873,1032,887,51,38,113,89,,
628.1,0.0,,1014,871,1034,887,50,37,113,90,,
629.1,0.0,,1015,872,1032,886,54,42,117,92,,
630.1,0.0,,1014,870,1034,887,60,45,119,94,,
631.1,0.0,,1016,873,1034,886,60,45,120,95,,
632.1,0.0,,1012,872,1033,887,60,45,119,94,,
633.1,0.0,,1014,872,1033,887,61,46,119,95,,
634.1,0.0,,1014,871,1031,886,49,37,111,89,,
635.1,0.0,,1014,871,1036,887,58,44,120,96,,
636.1,0.0,,1013,872,1034,887,59,44,118,94,,
637.1,0.0,,1014,872,1033,886,50,38,120,95,,
638.1,0.0,,1013,870,1033,887,28,21,69,51,,
639.1,0.0,,1014,871,1035,885,50,37,121,97,,
640.1,0.0,,1016,872,1034,886,59,45,121,96,,
641.1,0.0,,1014,869,1034,888,57,43,122,97,,
642.1,0.0,,1014,871,1031,887,51,39,121,97,,
643.1,0.0,,1014,871,1033,888,49,37,124,99,,
644.1,0.0,,1014,871,1033,888,15,9,59,44,,
645.1,0.0,,1013,871,1033,887,48,36,124,99,,
646.1,0.0,,1013,871,1034,887,58,45,128,102,,
647.1,0.0,,1014,873,1034,888,14,9,58,43,,
648.1,0.0,,1015,872,1033,887,14,8,58,42,,
649.1,0.0,,1014,872,1031,887,54,41,124,99,,
650.1,0.0,,1013,873,1032,888,50,37,129,104,,
651.1,0.0,,1016,872,1032,887,44,32,71,54,,
652.1,0.0,,1017,871,1034,889,12,7,56,41,,
653.1,0.0,,1015,871,1035,887,13,8,53,39,,
654.1,0.0,,1015,871,1033,887,13,8,53,39,,
655.1,0.0,,1016,871,1032,886,13,7,58,43,,
656.1,0.0,,1014,873,1034,886,44,32,130,105,,
657.1,0.0,,1016,871,1033,886,43,31,127,101,,
658.1,0.0,,1016,872,1032,887,45,33,126,101,,
659.1,0.0,,1014,871,1033,886,58,46,129,104,,
660.1,0.0,,1016,872,1032,888,45,33,126,102,,
661.1,0.0,,1015,871,1033,886,12,7,56,41,,
662.1,0.0,,1014,873,1032,888,46,33,126,101,,
663.1,0.0,,1014,872,1033,888,53,40,128,102,,
664.1,0.0,,1014,871,1033,886,47,34,127,101,,
665.1,0.0,,1012,872,1035,888,49,36,127,102,,
666.1,0.0,,1012,871,1033,889,15,10,60,44,,
667.1,0.0,,1016,872,1035,889,53,41,123,98,,
668.1,0.0,,1015,871,1032,886,53,41,56,41,,
669.1,0.0,,1016,873,1034,887,45,33,117,94,,
670.1,0.0,,1014,872,1034,886,45,33,116,93,,
671.1,0.0,,1013,871,1035,886,54,41,115,92,,
672.1,0.0,,1015,871,1033,889,16,10,117,93,,
675.5,0.0,,1016,873,1034,886,28,22,60,43,,
676.5,0.0,,1016,872,1033,886,42,30,121,96,,
677.5,0.0,,1013,872,1033,887,42,30,121,96,,
678.5,0.0,,1015,872,1034,887,42,30,118,94,,
679.5,0.0,,1016,870,1035,887,12,7,101,79,,
680.5,0.0,,1014,872,1030,887,41,29,120,95,,
681.5,0.0,,1015,871,1030,887,42,31,121,97,,
682.5,0.0,,1016,871,1033,886,51,37,120,96,,
683.5,0.0,,1014,872,1033,887,53,40,118,93,,
684.5,0.0,,1015,870,1031,888,12,7,58,43,,
685.5,0.0,,1014,872,1034,886,48,34,130,104,,
686.5,0.0,,1014,870,1033,887,47,35,129,103,,
687.5,0.0,,1015,871,1032,887,51,38,130,104,,
688.5,0.0,,1014,871,1031,887,55,41,88,68,,
689.5,0.0,,1013,872,1032,887,55,42,126,101,,
690.5,0.0,,1014,874,1033,887,44,32,119,95,,
691.5,0.0,,1015,872,1035,886,45,33,119,95,,
692.5,0.0,,1011,871,1035,887,13,8,119,95,,
693.5,0.0,,1016,871,1031,887,45,33,120,95,,
694.5,0.0,,1016,872,1031,887,45,32,119,95,,
695.5,0.0,,1012,873,1033,887,53,40,120,96,,
696.5,0.0,,1014,870,1033,887,48,36,120,96,,
697.5,0.0,,1012,872,1031,886,53,40,119,95,,
698.5,0.0,,0,0,0,0,43,32,110,87,,
699.5,0.0,,0,0,0,0,46,34,127,102,,
700.5,0.0,,0,0,0,0,43,32,120,95,,
701.5,0.0,,0,0,0,0,39,29,119,96,,
702.5,0.0,,0,0,0,0,47,35,129,103,,
703.5,0.0,,0,0,0,0,57,45,128,103,,
704.5,0.0,,0,0,0,0,54,41,127,102,,
705.5,0.0,,0,0,0,0,46,35,62,46,,
706.5,0.0,,0,0,0,0,48,36,129,103,,
707.5,0.0,,0,0,0,0,63,50,169,137,,
708.5,0.0,,0,0,0,0,41,31,111,88,,
709.5,0.0,,0,0,0,0,12,7,110,88,,
710.5,0.0,,0,0,0,0,37,27,107,85,,
711.5,0.0,,0,0,0,0,40,30,110,88,,
712.5,0.0,,0,0,0,0,38,28,107,85,,
713.5,0.0,,0,0,0,0,22,14,141,113,,
714.5,0.0,,0,0,0,0,53,41,141,114,,
715.5,0.0,,0,0,0,0,58,45,128,103,,
716.5,0.0,,0,0,0,0,47,36,128,102,,
717.5,0.0,,0,0,0,0,50,37,128,102,,
718.5,0.0,,0,0,0,0,50,38,124,99,,
719.5,0.0,,0,0,0,0,14,9,58,43,,
720.5,0.0,,0,0,0,0,58,46,124,99,,
721.5,0.0,,0,0,0,0,49,37,119,95,,
722.5,0.0,,0,0,0,0,45,35,58,42,,
723.5,0.0,,0,0,0,0,60,47,129,103,,
724.5,0.0,,0,0,0,0,17,11,70,52,,
725.5,0.0,,0,0,0,0,62,48,126,100,,
726.5,0.0,,0,0,0,0,18,10,114,91,,
727.5,0.0,,0,0,0,0,50,38,112,89,,
728.5,0.0,,0,0,0,0,52,39,110,87,,
729.5,0.0,,0,0,0,0,51,39,108,85,,
730.5,0.0,,0,0,0,0,48,37,104,82,,
731.5,0.0,,0,0,0,0,52,40,98,77,,
732.5,0.0,,0,0,0,0,53,41,92,72,,
733.5,0.0,,0,0,0,0,45,34,91,72,,
734.5,0.0,,0,0,0,0,40,30,91,71,,
735.5,0.0,,0,0,0,0,41,30,88,70,,
736.5,0.0,,0,0,0,0,47,36,93,74,,
737.5,0.0,,0,0,0,0,38,28,87,68,,
738.5,0.0,,0,0,0,0,43,32,90,71,,
739.5,0.0,,0,0,0,0,32,24,43,30,,
740.5,0.0,,0,0,0,0,36,26,87,68,,
741.5,0.0,,0,0,0,0,34,25,85,66,,
742.5,0.0,,0,0,0,0,34,25,81,64,,
743.5,0.0,,0,0,0,0,17,9,89,71,,
744.5,0.0,,0,0,0,0,36,26,90,73,,
745.5,0.0,,0,0,0,0,36,26,89,72,,
746.5,0.0,,0,0,0,0,26,19,89,71,,
747.5,0.0,,0,0,0,0,27,19,94,76,,
748.5,0.0,,0,0,0,0,28,19,91,73,,
749.5,0.0,,0,0,0,0,27,19,89,71,,
750.5,0.0,,0,0,0,0,28,20,96,78,,
751.5,0.0,,0,0,0,0,28,20,99,81,,
752.5,0.0,,0,0,0,0,30,21,75,59,,
753.5,0.0,,0,0,0,0,30,21,100,80,,
754.5,0.0,,0,0,0,0,31,22,109,89,,
755.5,0.0,,0,0,0,0,33,24,113,92,,
756.5,0.0,,0,0,0,0,9,5,77,59,,
757.5,0.0,,0,0,0,0,32,23,118,96,,
758.5,0.0,,0,0,0,0,9,5,55,40,,
759.5,0.0,,0,0,0,0,39,29,122,99,,
760.5,0.0,,0,0,0,0,43,32,126,102,,
761.5,0.0,,0,0,0,0,41,30,127,103,,
762.5,0.0,,0,0,0,0,43,32,125,101,,
763.5,0.0,,0,0,0,0,42,32,126,102,,
764.5,0.0,,0,0,0,0,43,32,120,96,,
765.5,0.0,,0,0,0,0,10,6,54,39,,
766.5,0.0,,0,0,0,0,56,44,126,101,,
767.5,0.0,,0,0,0,0,45,33,117,94,,
768.5,0.0,,0,0,0,0,11,6,50,36,,
769.5,0.0,,0,0,0,0,50,38,56,41,,
770.5,0.0,,0,0,0,0,45,33,115,93,,
771.5,0.0,,0,0,0,0,74,59,144,115,,
772.5,0.0,,0,0,0,0,88,71,153,122,,
773.5,0.0,,0,0,0,0,24,16,153,122,,
774.5,0.0,,0,0,0,0,87,69,147,116,,
775.5,0.0,,0,0,0,0,11,7,42,30,,
776.5,0.0,,0,0,0,0,25,17,59,43,,
777.5,0.0,,0,0,0,0,80,64,122,96,,
778.5,0.0,,0,0,0,0,76,61,110,87,,
779.5,0.0,,0,0,0,0,59,46,98,76,,
780.5,0.0,,0,0,0,0,56,44,93,73,,
781.5,0.0,,0,0,0,0,41,32,79,60,,
782.5,0.0,,0,0,0,0,21,13,40,28,,
783.5,0.0,,0,0,0,0,50,39,75,57,,
784.5,0.0,,0,0,0,0,50,39,65,50,,
785.5,0.0,,0,0,0,0,256,198,247,193,,
786.5,0.0,,0,0,0,0,221,168,0,0,,
787.5,0.0,,0,0,0,0,26,19,63,49,,
788.5,0.0,,0,0,0,0,12,7,38,27,,
789.5,0.0,,0,0,0,0,7,4,16,10,,
790.5,0.0,,0,0,0,0,12,6,91,74,,
791.5,0.0,,0,0,0,0,8,5,32,22,,
792.5,0.0,,0,0,0,0,31,22,105,85,,
793.5,0.0,,0,0,0,0,31,23,106,86,,
794.5,0.0,,0,0,0,0,12,7,116,94,,
795.5,0.0,,0,0,0,0,34,25,115,93,,
796.6,0.0,,0,0,0,0,36,26,121,99,26.25,48.15
797.6,0.0,,0,0,0,0,37,27,127,104,26.22,48.12
798.6,0.0,,0,0,0,0,33,24,126,102,26.22,48.09
799.6,0.0,,0,0,0,0,50,39,135,110,26.23,48.08
800.6,0.0,,0,0,0,0,45,35,147,120,26.23,48.06
801.6,0.0,,0,0,0,0,48,38,143,117,26.22,48.00
802.6,0.0,,0,0,0,0,57,45,136,109,26.22,48.04
803.6,0.0,,0,0,0,0,42,33,62,45,26.22,48.01
804.6,0.0,,0,0,0,0,49,37,125,100,26.20,48.00
805.6,0.0,,0,0,0,0,59,46,122,97,26.19,48.05
806.6,0.0,,0,0,0,0,57,44,127,101,26.22,48.07
807.6,0.0,,0,0,0,0,21,12,114,91,26.20,48.04
808.6,0.0,,0,0,0,0,53,40,109,87,26.23,48.13
809.6,0.0,,0,0,0,0,12,7,46,33,26.22,48.10
810.6,0.0,,0,0,0,0,53,41,106,84,26.20,48.13
811.6,0.0,,0,0,0,0,50,38,106,84,26.22,48.14
812.6,0.0,,0,0,0,0,39,29,104,83,26.22,48.15
813.6,0.0,,0,0,0,0,39,28,94,74,26.19,48.17
814.6,0.0,,0,0,0,0,35,26,92,72,26.18,48.18
815.6,0.0,,0,0,0,0,32,24,90,70,26.20,48.18
816.6,0.0,,0,0,0,0,32,23,77,62,,
817.5,0.0,,0,0,0,0,30,21,89,71,,
818.6,0.0,,0,0,0,0,29,20,85,68,26.23,48.19
819.6,0.0,,1012,870,1033,887,35,25,97,77,26.25,48.26
820.6,0.0,,1011,870,1032,886,20,14,53,38,26.22,48.25
821.6,0.0,,1013,870,1030,886,32,22,101,81,26.25,48.29
822.6,0.0,,1012,869,1031,885,33,24,102,81,26.22,48.23
823.6,0.0,,1013,869,1031,886,35,25,102,82,26.22,48.19
824.6,0.0,,1014,871,1032,887,37,27,110,88,26.22,48.22
826.8,0.0,,1014,870,1033,885,40,29,53,38,26.19,48.20
827.8,0.0,,1012,871,1033,885,44,32,128,103,26.19,48.19
828.8,0.0,,1014,871,1030,886,45,33,127,102,26.20,48.18
829.8,0.0,,1013,870,1032,886,49,37,126,101,26.19,48.14
830.8,0.0,,1012,872,1034,886,15,9,60,45,26.20,48.14
831.8,0.0,,1013,870,1030,886,49,37,125,100,26.18,48.07
832.8,0.0,,1012,873,1032,885,49,36,121,96,26.19,48.12
833.8,0.0,,1013,870,1032,886,58,45,114,90,26.20,48.09
834.8,0.0,,1011,872,1031,887,62,48,115,91,26.19,48.10
835.8,0.0,,1015,870,1031,886,45,34,112,89,26.20,48.09
836.8,0.0,,1014,870,1032,887,45,33,108,85,26.20,48.10
837.8,0.0,,1014,870,1032,886,43,31,103,81,26.18,48.07
838.8,0.0,,1014,872,1033,887,45,34,108,86,26.19,48.11
839.8,0.0,,1013,870,1031,888,49,36,99,79,26.18,48.10
840.8,0.0,,1013,870,1033,885,46,34,100,79,26.18,48.12
841.8,0.0,,1013,871,1031,888,38,27,101,80,26.19,48.08
842.8,0.0,,1013,871,1033,887,37,27,101,80,26.18,48.10
843.8,0.0,,1014,872,1033,886,38,29,40,28,26.16,48.06
844.8,0.0,,1013,870,1033,885,35,25,102,81,26.18,48.06
845.8,0.0,,1013,869,1032,885,35,25,101,80,26.15,48.03
846.8,0.0,,1015,872,1034,886,35,25,102,81,26.16,47.99
847.8,0.0,,1014,871,1031,886,19,11,107,85,26.16,47.97
848.8,0.0,,1013,871,1031,886,48,36,106,85,26.15,47.96
849.8,0.0,,1015,872,1032,884,37,26,109,88,26.13,47.92
850.8,0.0,,1015,870,1034,886,36,26,108,87,26.15,47.91
851.8,0.0,,1014,871,1033,887,40,30,115,93,26.15,47.91
852.8,0.0,,1015,872,1033,886,40,28,114,91,26.15,47.86
853.8,0.0,,1013,871,1033,887,40,29,118,95,26.16,47.91
854.8,0.0,,1014,872,1033,886,12,7,47,34,26.10,47.91
855.8,0.0,,1014,871,1032,887,50,38,118,94,26.13,47.93
856.8,0.0,,1014,870,1033,888,43,32,109,88,26.10,47.89
857.8,0.0,,1013,871,1033,886,45,33,119,94,26.10,47.89
858.8,0.0,,1014,872,1033,886,55,42,118,94,26.09,47.88
859.8,0.0,,1013,871,1032,887,45,32,116,93,26.12,47.88
860.8,0.0,,1012,871,1033,885,32,24,59,42,26.08,47.80
861.8,0.0,,1014,871,1033,885,45,33,113,90,26.09,47.85
862.8,0.0,,1012,871,1032,886,45,33,110,87,26.08,47.83
863.8,0.0,,1012,871,1034,886,48,37,109,86,26.08,47.73
864.8,0.0,,1014,872,1032,886,53,41,105,83,26.08,47.73
865.8,0.0,,1014,871,1030,886,52,38,104,82,26.08,47.76
866.8,0.0,,1013,870,1032,888,42,31,105,84,26.06,47.72
867.8,0.0,,1014,873,1033,886,48,36,101,79,26.09,47.75
868.8,0.0,,1013,872,1033,888,42,31,101,80,26.10,47.69
869.8,0.0,,1014,872,1033,888,38,27,102,81,26.06,47.65
870.8,0.0,,1016,871,1033,887,37,26,103,83,26.09,47.65
871.8,0.0,,1013,872,1034,887,36,26,101,81,26.09,47.65
872.8,0.0,,1014,872,1035,888,33,24,99,78,26.06,47.64
873.8,0.0,,1013,871,1033,886,13,8,39,28,26.10,47.58
874.8,0.0,,1015,870,1034,887,34,24,102,82,26.09,47.59
875.8,0.0,,1013,872,1034,887,35,25,103,82,26.09,47.59
876.8,0.0,,1013,871,1033,888,43,31,101,81,26.10,47.57
877.8,0.0,,1015,872,1032,886,11,6,37,26,26.06,47.58
878.8,0.0,,1014,872,1033,886,37,26,106,84,26.09,47.57
879.8,0.0,,1013,872,1034,887,45,32,106,85,26.10,47.55
880.8,0.0,,1015,871,1032,886,37,27,107,85,26.10,47.51
881.8,0.0,,1016,873,1032,886,42,32,114,92,26.10,47.51
882.8,0.0,,1016,872,1031,887,39,28,112,90,26.10,47.48
883.8,0.0,,1014,871,1031,887,38,27,113,90,26.10,47.46
884.8,0.0,,1015,872,1034,888,47,34,114,92,26.13,47.49
885.8,0.0,,1014,872,1031,886,44,32,119,97,26.13,47.44
886.8,0.0,,1015,872,1034,887,39,29,117,93,26.10,47.45
887.8,0.0,,1014,872,1035,886,43,32,119,95,26.10,47.41
888.8,0.0,,1014,871,1032,886,42,30,119,95,26.09,47.38
889.8,0.0,,1016,871,1034,889,40,30,119,96,26.10,47.37
890.8,0.0,,1015,870,1034,887,40,29,52,38,26.08,47.40
891.8,0.0,,1015,872,1032,888,45,33,119,94,26.10,47.36
892.8,0.0,,1017,874,1034,886,52,39,117,93,26.10,47.32
893.8,0.0,,1012,871,1035,887,43,31,116,93,26.10,47.39
894.8,0.0,,1015,872,1034,885,14,9,119,95,26.13,47.39
895.8,0.0,,1014,871,1033,887,44,32,115,92,26.10,47.39
896.8,0.0,,1016,871,1031,886,47,35,114,91,26.10,47.41
897.8,0.0,,1012,872,1033,888,46,34,115,91,26.13,47.42
898.8,0.0,,1016,871,1033,888,45,34,113,91,26.10,47.48
899.8,0.0,,1016,870,1032,888,44,32,112,89,26.12,47.45
900.8,0.0,,1013,873,1035,887,53,40,110,87,26.13,47.48
901.8,0.0,,1016,870,1032,887,47,36,109,87,26.13,47.48
902.8,0.0,,1012,872,1032,887,46,35,106,84,26.13,47.49
903.8,0.0,,1014,872,1034,887,52,39,106,84,26.12,47.54
904.8,0.0,,1014,872,1033,887,55,42,108,85,26.15,47.56
905.8,0.0,,1013,870,1033,887,42,31,105,83,26.13,47.55
906.8,0.0,,1015,871,1032,887,45,34,102,81,26.13,47.56
907.8,0.0,,1014,870,1033,887,47,36,48,35,26.15,47.56
908.8,0.0,,1011,871,1032,886,41,30,103,82,26.15,47.53
909.8,0.0,,1012,873,1035,885,50,38,102,81,26.12,47.49
910.8,0.0,,1014,871,1032,889,46,35,99,78,26.15,47.58
911.8,0.0,,1015,872,1035,888,15,8,102,81,26.12,47.51
912.8,0.0,,1013,868,1032,886,38,28,101,80,26.13,47.55
913.8,0.0,,1014,871,1033,886,44,33,98,78,26.15,47.59
914.8,0.0,,1014,871,1032,887,37,26,99,79,26.10,47.53
915.8,0.0,,1012,872,1033,887,38,28,102,81,26.09,47.54
