id,node_id,source,code,name,context,timestamp
235,gateway,gateway,3,crc_error_burst,220,2026-08-25 18:32:40.452153
236,gateway,gateway,3,crc_error_burst,230,2026-08-25 18:42:46.942613
237,gateway,gateway,3,crc_error_burst,240,2026-08-25 18:53:12.761429
238,gateway,gateway,3,crc_error_burst,250,2026-08-25 19:08:09.396989
239,gateway,gateway,3,crc_error_burst,260,2026-08-25 19:27:55.373824
240,gateway,gateway,3,crc_error_burst,270,2026-08-25 19:37:59.479144
241,gateway,gateway,3,crc_error_burst,280,2026-08-25 19:48:09.381964
242,gateway,gateway,3,crc_error_burst,290,2026-08-25 20:53:03.055963
243,gateway,gateway,3,crc_error_burst,300,2026-08-26 10:23:10.807312
244,stage3-lowpower,node,7,i2c_sensor_missing,449,2026-08-27 08:08:07.161986
245,stage3-lowpower,node,8,air_sensor_nan,449,2026-08-27 08:08:07.175357
246,stage3-lowpower,node,8,air_sensor_nan,449,2026-08-27 08:08:10.486464
247,stage3-lowpower,node,8,air_sensor_nan,449,2026-08-27 08:08:13.921249
248,stage3-lowpower,node,8,air_sensor_nan,449,2026-08-27 08:08:17.504050
249,stage3-lowpower,node,8,air_sensor_nan,449,2026-08-27 08:08:20.882928
250,stage3-lowpower,node,8,air_sensor_nan,449,2026-08-27 08:08:24.364845
251,stage3-lowpower,node,8,air_sensor_nan,449,2026-08-27 08:08:27.846550
252,stage3-lowpower,node,7,i2c_sensor_missing,454,2026-08-27 08:33:07.736612
253,stage3-lowpower,node,8,air_sensor_nan,454,2026-08-27 08:33:07.748733
254,stage3-lowpower,node,8,air_sensor_nan,454,2026-08-27 08:33:11.216030
255,stage3-lowpower,node,8,air_sensor_nan,454,2026-08-27 08:33:14.621883
256,stage3-lowpower,node,8,air_sensor_nan,454,2026-08-27 08:33:18.179053
257,stage3-lowpower,node,8,air_sensor_nan,454,2026-08-27 08:33:21.574955
258,stage3-lowpower,node,8,air_sensor_nan,454,2026-08-27 08:33:25.048278
259,stage3-lowpower,node,8,air_sensor_nan,454,2026-08-27 08:33:28.623019
260,gateway,gateway,3,crc_error_burst,310,2026-08-27 09:08:08.914052
261,stage3-lowpower,node,8,air_sensor_nan,485,2026-08-27 11:08:22.367053
262,stage3-lowpower,node,8,air_sensor_nan,485,2026-08-27 11:08:25.849972
263,stage3-lowpower,node,8,air_sensor_nan,485,2026-08-27 11:08:29.330834
